0.9095022624434389,0.9140271493212669,0.9230769230769231,0.8416289592760181,0.8959276018099548,0.8868778280542986,0.8823529411764706
0.7407407407407407,0.7692307692307693,0.8636363636363636,0.46153846153846156,1.0,0.9,1.0
0.6060606060606061,0.6060606060606061,0.5757575757575758,0.36363636363636365,0.30303030303030304,0.2727272727272727,0.21212121212121213
0.6666666666666666,0.6779661016949152,0.6909090909090909,0.4067796610169492,0.4651162790697675,0.41860465116279066,0.35
0.7844132817537073,0.7870728562217923,0.7799000644745325,0.6445841392649904,0.6515151515151515,0.6337040618955513,0.6060606060606061
"(array([0.        , 0.        , 0.        , 0.00531915, 0.00531915,
       0.0212766 , 0.0212766 , 0.03723404, 0.03723404, 0.09042553,
       0.09042553, 0.09574468, 0.09574468, 0.10638298, 0.10638298,
       0.13297872, 0.13297872, 0.14361702, 0.14361702, 0.21276596,
       0.21276596, 0.22340426, 0.22340426, 0.33510638, 0.33510638,
       0.34042553, 0.34042553, 0.4787234 , 0.4787234 , 0.64361702,
       0.64361702, 0.90957447, 0.90957447, 1.        ]), array([0.        , 0.03030303, 0.27272727, 0.27272727, 0.54545455,
       0.54545455, 0.60606061, 0.60606061, 0.63636364, 0.63636364,
       0.66666667, 0.66666667, 0.6969697 , 0.6969697 , 0.72727273,
       0.72727273, 0.75757576, 0.75757576, 0.78787879, 0.78787879,
       0.81818182, 0.81818182, 0.84848485, 0.84848485, 0.87878788,
       0.87878788, 0.90909091, 0.90909091, 0.93939394, 0.93939394,
       0.96969697, 0.96969697, 1.        , 1.        ]), array([1.96055530e+00, 9.60555303e-01, 7.10129547e-01, 7.08123599e-01,
       6.17495665e-01, 5.73152112e-01, 5.54595769e-01, 5.00068828e-01,
       4.97348617e-01, 4.18699322e-01, 4.05347599e-01, 3.84847367e-01,
       3.83614579e-01, 3.79663614e-01, 3.40533160e-01, 3.17025976e-01,
       3.07313457e-01, 3.03500032e-01, 2.91885863e-01, 1.87701757e-01,
       1.84965675e-01, 1.82133064e-01, 1.77652409e-01, 1.24485549e-01,
       1.19813659e-01, 1.19407070e-01, 1.16797447e-01, 5.73331806e-02,
       5.62432838e-02, 2.76824813e-02, 2.71123442e-02, 3.62366418e-03,
       3.45913907e-03, 1.33335063e-04]))","(array([0.        , 0.        , 0.        , 0.00531915, 0.00531915,
       0.0212766 , 0.0212766 , 0.03723404, 0.03723404, 0.09042553,
       0.09042553, 0.09574468, 0.09574468, 0.11170213, 0.11170213,
       0.13297872, 0.13297872, 0.14361702, 0.14361702, 0.21276596,
       0.21276596, 0.22340426, 0.22340426, 0.32446809, 0.32446809,
       0.4787234 , 0.4787234 , 0.64893617, 0.64893617, 0.90957447,
       0.90957447, 1.        ]), array([0.        , 0.03030303, 0.27272727, 0.27272727, 0.54545455,
       0.54545455, 0.60606061, 0.60606061, 0.63636364, 0.63636364,
       0.66666667, 0.66666667, 0.6969697 , 0.6969697 , 0.72727273,
       0.72727273, 0.75757576, 0.75757576, 0.78787879, 0.78787879,
       0.81818182, 0.81818182, 0.84848485, 0.84848485, 0.90909091,
       0.90909091, 0.93939394, 0.93939394, 0.96969697, 0.96969697,
       1.        , 1.        ]), array([1.95790861e+00, 9.57908611e-01, 7.07695708e-01, 6.94885261e-01,
       6.15702269e-01, 5.71312290e-01, 5.60861219e-01, 4.97710573e-01,
       4.95071804e-01, 4.09781936e-01, 3.98944334e-01, 3.93075474e-01,
       3.83213263e-01, 3.41745958e-01, 3.40275917e-01, 3.07273580e-01,
       3.01943343e-01, 2.95789370e-01, 2.89622744e-01, 1.86346639e-01,
       1.85681892e-01, 1.81146849e-01, 1.79797790e-01, 1.26127046e-01,
       1.22442882e-01, 5.90815136e-02, 5.69642462e-02, 2.82759397e-02,
       2.77624393e-02, 4.21056688e-03, 3.72951500e-03, 1.69260486e-04]))","(array([0.        , 0.        , 0.        , 0.00531915, 0.00531915,
       0.0106383 , 0.0106383 , 0.01595745, 0.01595745, 0.03723404,
       0.03723404, 0.09042553, 0.09042553, 0.11170213, 0.11170213,
       0.13297872, 0.13297872, 0.14361702, 0.14361702, 0.22340426,
       0.22340426, 0.2287234 , 0.2287234 , 0.2606383 , 0.2606383 ,
       0.28191489, 0.28191489, 0.4787234 , 0.4787234 , 0.69680851,
       0.69680851, 0.92553191, 0.92553191, 1.        ]), array([0.        , 0.03030303, 0.42424242, 0.42424242, 0.48484848,
       0.48484848, 0.51515152, 0.51515152, 0.60606061, 0.60606061,
       0.63636364, 0.63636364, 0.6969697 , 0.6969697 , 0.72727273,
       0.72727273, 0.75757576, 0.75757576, 0.78787879, 0.78787879,
       0.81818182, 0.81818182, 0.84848485, 0.84848485, 0.87878788,
       0.87878788, 0.90909091, 0.90909091, 0.93939394, 0.93939394,
       0.96969697, 0.96969697, 1.        , 1.        ]), array([1.92216784e+00, 9.22167840e-01, 6.01995576e-01, 5.96537479e-01,
       5.74730074e-01, 5.63707712e-01, 5.59636038e-01, 5.47001263e-01,
       4.95531472e-01, 4.42625183e-01, 4.38221687e-01, 3.91468737e-01,
       3.55891002e-01, 3.21162045e-01, 3.19360030e-01, 2.92285754e-01,
       2.82920047e-01, 2.78173618e-01, 2.76857129e-01, 1.91214738e-01,
       1.91168482e-01, 1.88609361e-01, 1.83942036e-01, 1.66665585e-01,
       1.64705552e-01, 1.53268507e-01, 1.52702577e-01, 7.64008862e-02,
       7.56402138e-02, 3.64441174e-02, 3.38442630e-02, 7.63107840e-03,
       7.60169466e-03, 1.06284343e-03]))","(array([0.        , 0.06914894, 0.07446809, 0.07446809, 0.08510638,
       0.08510638, 0.09042553, 0.09042553, 0.10638298, 0.10638298,
       0.11702128, 0.11702128, 0.13829787, 0.13829787, 0.16489362,
       0.16489362, 0.22340426, 0.34042553, 1.        ]), array([0.        , 0.33333333, 0.33333333, 0.36363636, 0.36363636,
       0.39393939, 0.39393939, 0.42424242, 0.42424242, 0.51515152,
       0.51515152, 0.54545455, 0.54545455, 0.57575758, 0.57575758,
       0.60606061, 0.60606061, 0.75757576, 1.        ]), array([1.69444655, 0.69444655, 0.62231881, 0.55017986, 0.46562043,
       0.4258616 , 0.40661244, 0.39369452, 0.30919347, 0.28804851,
       0.25234861, 0.2504307 , 0.19114216, 0.18607652, 0.11447547,
       0.11338918, 0.06600932, 0.06005096, 0.06005096]))","(array([0.        , 0.        , 0.        , 0.00531915, 0.00531915,
       0.0106383 , 0.0106383 , 0.04255319, 0.04255319, 0.04787234,
       0.04787234, 0.05319149, 0.05319149, 0.12234043, 0.12234043,
       0.18085106, 0.18085106, 0.21808511, 0.21808511, 0.22340426,
       0.22340426, 0.25      , 0.25      , 0.26595745, 0.26595745,
       0.89361702, 0.89361702, 0.93617021, 0.93617021, 1.        ]), array([0.        , 0.03030303, 0.3030303 , 0.3030303 , 0.57575758,
       0.57575758, 0.60606061, 0.60606061, 0.63636364, 0.63636364,
       0.66666667, 0.66666667, 0.6969697 , 0.6969697 , 0.72727273,
       0.72727273, 0.75757576, 0.75757576, 0.78787879, 0.78787879,
       0.81818182, 0.81818182, 0.90909091, 0.90909091, 0.93939394,
       0.93939394, 0.96969697, 0.96969697, 1.        , 1.        ]), array([1.99944852e+00, 9.99448521e-01, 5.05391146e-01, 1.94660752e-01,
       1.54224810e-02, 1.40097937e-02, 1.33579946e-02, 3.80262916e-03,
       3.62861112e-03, 2.53224273e-03, 2.41880057e-03, 2.28212527e-03,
       2.06102342e-03, 4.91677441e-04, 4.83830649e-04, 2.35490795e-04,
       1.91113117e-04, 1.32335331e-04, 1.30308011e-04, 1.29720700e-04,
       1.29339462e-04, 8.95887140e-05, 7.84893027e-05, 6.22077359e-05,
       5.91512493e-05, 5.79733800e-07, 5.48920456e-07, 3.00029561e-07,
       2.73633097e-07, 8.91693236e-08]))","(array([0.        , 0.        , 0.        , 0.        , 0.00531915,
       0.00531915, 0.00531915, 0.0106383 , 0.0106383 , 0.01595745,
       0.02659574, 0.02659574, 0.04255319, 0.05319149, 0.05851064,
       0.06914894, 0.09574468, 0.11170213, 0.11170213, 0.12234043,
       0.14361702, 0.15425532, 0.19148936, 0.20212766, 0.2287234 ,
       0.25531915, 0.26595745, 0.28723404, 0.32978723, 0.37234043,
       0.41489362, 0.43617021, 0.47340426, 0.50531915, 0.55851064,
       0.65425532, 0.72340426, 0.7712766 , 0.85106383, 0.87765957,
       0.93085106, 0.96276596, 0.98404255, 0.99468085, 1.        ]), array([0.        , 0.03030303, 0.12121212, 0.18181818, 0.21212121,
       0.33333333, 0.36363636, 0.39393939, 0.42424242, 0.48484848,
       0.48484848, 0.54545455, 0.60606061, 0.60606061, 0.63636364,
       0.66666667, 0.66666667, 0.6969697 , 0.72727273, 0.72727273,
       0.72727273, 0.72727273, 0.72727273, 0.75757576, 0.75757576,
       0.84848485, 0.84848485, 0.87878788, 0.87878788, 0.87878788,
       0.87878788, 0.90909091, 0.90909091, 0.93939394, 0.93939394,
       0.93939394, 0.93939394, 0.93939394, 0.93939394, 0.93939394,
       0.93939394, 1.        , 1.        , 1.        , 1.        ]), array([1.68, 0.68, 0.61, 0.59, 0.55, 0.48, 0.47, 0.45, 0.44, 0.43, 0.4 ,
       0.37, 0.36, 0.35, 0.33, 0.32, 0.31, 0.3 , 0.29, 0.27, 0.26, 0.25,
       0.24, 0.23, 0.22, 0.21, 0.2 , 0.19, 0.18, 0.16, 0.15, 0.14, 0.13,
       0.12, 0.11, 0.09, 0.08, 0.07, 0.06, 0.05, 0.04, 0.03, 0.02, 0.01,
       0.  ]))","(array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.00531915, 0.00531915, 0.00531915, 0.00531915, 0.01595745,
       0.03191489, 0.04255319, 0.06382979, 0.07446809, 0.07978723,
       0.09574468, 0.10638298, 0.11702128, 0.13297872, 0.14361702,
       0.15957447, 0.18085106, 0.19148936, 0.20212766, 0.2287234 ,
       0.2712766 , 0.29787234, 0.34042553, 0.38297872, 0.43085106,
       0.46276596, 0.50531915, 0.57446809, 0.61170213, 0.65957447,
       0.7393617 , 0.79787234, 0.86702128, 0.91489362, 0.95744681,
       0.96808511, 0.98404255, 0.9893617 , 1.        ]), array([0.        , 0.03030303, 0.09090909, 0.15151515, 0.24242424,
       0.24242424, 0.36363636, 0.42424242, 0.45454545, 0.45454545,
       0.51515152, 0.51515152, 0.57575758, 0.60606061, 0.60606061,
       0.60606061, 0.66666667, 0.6969697 , 0.72727273, 0.75757576,
       0.78787879, 0.78787879, 0.78787879, 0.84848485, 0.84848485,
       0.84848485, 0.87878788, 0.90909091, 0.90909091, 0.90909091,
       0.93939394, 0.93939394, 0.93939394, 0.93939394, 0.96969697,
       0.96969697, 0.96969697, 0.96969697, 0.96969697, 0.96969697,
       0.96969697, 0.96969697, 1.        , 1.        ]), array([1.73, 0.73, 0.63, 0.59, 0.49, 0.45, 0.41, 0.4 , 0.39, 0.37, 0.36,
       0.34, 0.33, 0.32, 0.31, 0.3 , 0.29, 0.28, 0.27, 0.26, 0.25, 0.24,
       0.23, 0.22, 0.21, 0.18, 0.17, 0.16, 0.15, 0.14, 0.13, 0.12, 0.11,
       0.1 , 0.09, 0.08, 0.07, 0.06, 0.05, 0.04, 0.03, 0.02, 0.01, 0.  ]))"
0.8871096877502002,0.8871096877502002,0.8847077662129704,1.0,1.0,1.0,1.0
0.752,0.7560975609756098,0.8061224489795918,1.0,1.0,1.0,1.0
0.46078431372549017,0.45588235294117646,0.3872549019607843,1.0,1.0,1.0,1.0
0.5714285714285714,0.5688073394495413,0.5231788079470199,1.0,1.0,1.0,1.0
0.7155596209775776,0.7135871094849422,0.6845365418894831,1.0,1.0,1.0,1.0
